smiles,pLogS
O=C(COc1ccc(Cl)c(F)c1)N[C@H]1CC[C@H](c2noc([C@H]3C[C@@H](OC(F)(F)F)C3)n2)NC1,10.4622676018886
CN1CCCN(S(=O)(=O)c2ccc(-c3ccc4c(Nc5ccc(Cl)cn5)ccnc4c3)cc2)CC1,5.39794000867204
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1,9.45263798362455
CN(C)CC[C@H](c1ccccc1)n1cc(NC(=O)c2n[nH]c3c2CCC(C)(C)C3)cn1,4.30980391997149
CSc1ccccc1NC(=O)Nc1cc(C)nc2ccccc12,4.67778070526608
Cc1c(OCCNCCCF)ccc(F)c1[C@@H]1c2[nH]c3ccc(F)cc3c2C[C@@H](C)N1C[C@@H](C)C(=O)O,3.0
C#CCOC(=O)n1cc(/C=C/C(=O)NCCc2ccccc2OCC)c2ccccc21,5.69897000433602
COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,6.70810777229302
N#Cc1ccccc1CSc1nnc2c(n1)[nH]c1ccccc12,5.42596873227228
Cn1nc(O)c(C(=O)Nc2c(F)c(F)c(-c3ccccc3)c(F)c2F)n1,2.9029391021379305
CC(=O)Nc1cccc(NC(=O)c2cc(C)n(-c3ccccc3C(F)(F)F)c2C)c1,3.30102999566398
COc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4ccccc4)[C@@H](CN4CCC5(CCCC5)CC4)C3)cc2c1,5.30102999566398
COCCNC(=O)c1ccc(COc2nn3c(-c4cc(COC)on4)nnc3c3ccccc23)nc1,10.3238756638999
CCCCS(=O)(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,11.848650886819
O=C1CCCC2=C1C(c1ccncc1Cl)N=C(Nc1nc3ccccc3o1)N2,10.6410618749981
O=C(O)c1cnccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,4.53760200210104
CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(C(=O)N[C@@H](CCC(=O)OC)C(=O)OC)cc32)c1C,6.0
COc1cc(-c2cccc3c(N)c(C(=O)NC4CC4)nnc23)c(OC)nn1,5.20760831050175
Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn4c3C(=O)NCC4)cc2)n[nH]1,3.98296666070122
CC1(C)CC2=C(O1)c1nccc3ccnc(c13)C2=O,9.9704983999344
